id,prediction
0,0.6222439951349032
1,0.7635453903428918
2,0.19383737715162935
3,0.9066999648872978
4,0.17126138466346671
5,0.9109451494517837
6,0.0381781698585068
7,0.15825800114923116
8,0.1256833176352796
9,0.9694267688552154
10,0.4159482046558925
11,0.5742973318792794
12,0.9619633157687124
13,0.17936517210675434
14,0.6745397961965313
15,0.950072624145849
16,0.20726577604492497
17,0.8900482199589033
18,0.9109741034906674
19,0.17367728752223022
20,0.9453545396767893
21,0.6973822004849753
22,0.5896762227463348
23,0.3320278570368958
24,0.1812223415706002
25,0.7237927543369764
26,0.9362359658010903
27,0.9245458089988121
28,0.6330143473972563
29,0.8730823457296727
30,0.7990253396951196
31,0.7868998007797517
32,0.688635327674803
33,0.18400011940699704
34,0.9091424766665661
35,0.8806367048877919
36,0.24929644894651498
37,0.6557202888119934
38,0.5408194297078641
39,0.2793489335761243
40,0.44054668382209683
41,0.1940209114221142
42,0.22188189398118918
43,0.3739238050428505
44,0.7344738503423326
45,0.9339444211724409
46,0.5963050892756968
47,0.2608231913427778
48,0.925494177529097
49,0.7122837035552746
50,0.8173841032862876
51,0.2555656344249234
52,0.5249676131516869
53,0.09191159020034957
54,0.4058038198345048
55,0.6675424089955857
56,0.48444522097303955
57,0.9676500322096234
58,0.04974440055221177
59,0.23520675944931618
60,0.9345387463913742
61,0.950426704069137
62,0.9542812874439083
63,0.2189318670215814
64,0.08715369011626274
65,0.26010587099025256
66,0.7712601478209595
67,0.29083690573223847
68,0.2738813245033573
69,0.4364459345145651
70,0.7477779650979277
71,0.8711185868016166
72,0.0349764212527806
73,0.24803023192708984
74,0.34556620746354677
75,0.6757859822993647
76,0.18059731157695255
77,0.982828989530267
78,0.3678714847251578
79,0.7237320690808537
80,0.38702328987797957
81,0.7591864737440471
82,0.5173769117231009
83,0.564386904243499
84,0.6903214262798235
85,0.2972738608767386
86,0.8275953983986715
87,0.1873575264762385
88,0.37130224262506795
89,0.3637955189392619
90,0.23908687187889968
91,0.017845735148442447
92,0.2705719327683395
93,0.8452185321301157
94,0.8832881134777656
95,0.6770039876003984
96,0.03526369271732181
97,0.7794911350368421
98,0.9211192354546767
99,0.9428048167371648
100,0.3721078004142932
101,0.2331516906618492
102,0.752266563325697
103,0.11646667215102045
104,0.24781905533718468
105,0.789837171005109
106,0.6514612819348473
107,0.9084441505075636
108,0.021416707183871966
109,0.6085959575333375
110,0.8075137916103077
111,0.9157174439551148
112,0.15156781238100472
113,0.26140179670080066
114,0.3008699023895676
115,0.8515229555794221
116,0.8219398184654588
117,0.2625863461760002
118,0.5026994304188858
119,0.29817346763722596
120,0.7681027993597924
121,0.8754374079159191
122,0.9583455499715431
123,0.16636599564710586
124,0.004382977635718659
125,0.3447102233417419
126,0.7950500140605521
127,0.11594149642036894
128,0.8431379885485901
129,0.16885933194122602
130,0.9447282442118292
131,0.3254902509694825
132,0.9583151340817522
133,0.2182347485586485
134,0.8881260135364524
135,0.5711382758115631
136,0.12666542856624532
137,0.7937597806471507
138,0.41490020329135413
139,0.8954808265296271
140,0.6788886513832172
141,0.5625094282339219
142,0.23871193928495288
143,0.5367988044756886
144,0.7616244350560217
145,0.2196672652830334
146,0.7899525287726488
147,0.9165721483371416
148,0.2676461650980537
149,0.7033151194393094
150,0.21772770135217953
151,0.6079983474200484
152,0.8035597599983508
153,0.10561796975714204
154,0.1886678225358778
155,0.009116838063459776
156,0.19608184655296335
157,0.41626545748646676
158,0.5009344087827622
159,0.1531235931542674
160,0.6262287223697185
161,0.17794731331549277
162,0.4429006640132315
163,0.34465892777718476
164,0.5565790637345945
165,0.5086030658290098
166,0.04114635580886074
167,0.13061564330650577
168,0.8075859611743
169,0.44331655136322673
170,0.8772835155511026
171,0.37339285262879424
172,0.33721057400933696
173,0.044637117936148475
174,0.3152836843974389
175,0.9466294204948589
176,0.825186748514129
177,0.05882072996833128
178,0.11936178936226655
179,0.2427308969439682
180,0.46197272701853
181,0.14296936836867324
182,0.4557114978562386
183,0.34204470844414353
184,0.8549520874407378
185,0.8687723125545485
186,0.5197566862257195
187,0.30109373211817164
188,0.942044541003053
189,0.08112591948551211
190,0.41050605604983753
191,0.17136163325964177
192,0.7046468912763747
193,0.9485141594669271
194,0.7170830365419484
195,0.7000666124683772
196,0.8440028663124188
197,0.7859680471729069
198,0.850000853560447
199,0.15826525304428074
200,0.7382534515675049
201,0.47230806196224695
202,0.2776139227203927
203,0.600233207834528
204,0.4302798155986512
205,0.9114273306425998
206,0.012501943191271491
207,0.20798372918712743
208,0.41263570412097106
209,0.014883988705911066
210,0.5384887503737168
211,0.8619600549148184
212,0.09563878336769245
213,0.30406470871362173
214,0.3805724282836164
215,0.4540420297242137
216,0.7245792113132606
217,0.8399334830271404
218,0.8152712873107135
219,0.7395938686004233
220,0.8332684615038687
221,0.4671585233430925
222,0.2771899009680643
223,0.9864149700774805
224,0.9175960281209311
225,0.5587139343992286
226,0.6901724402770473
227,0.0033988093275174715
228,0.3703243348987667
229,0.3120574654840227
230,0.20297356878054368
231,0.6481163335779039
232,0.4957051730793507
233,0.4971119180824451
234,0.7583126222228864
235,0.7993411292318212
236,0.3872426350638567
237,0.16583877371970124
238,0.29136609929160756
239,0.6272880460501871
240,0.6858277157613462
241,0.5426456793626416
242,0.23440675671831376
243,0.8741732243568482
244,0.8679745799253954
245,0.7843528746237372
246,0.44088305629320684
247,0.7393012861498665
248,0.15318565401148398
249,0.15897351481928368
250,0.8858601434775699
251,0.8808585483336343
252,0.562829113531347
253,0.7929724093477936
254,0.6013459484197685
255,0.23022305221364103
256,0.729083165727806
257,0.6107327236182866
258,0.11636025547628967
259,0.789372790084464
260,0.016994965972391866
261,0.7181399336493322
262,0.022274698411101024
263,0.0740095451629371
264,0.08045912915015793
265,0.09395860730282689
266,0.9000850534054199
267,0.9338042182707859
268,0.04028006204227585
269,0.05774689332265981
270,0.19645913212642965
271,0.1994554115418049
272,0.6053066726218299
273,0.7770123177335183
274,0.6556806953569161
275,0.09934197207032842
276,0.8731631952589083
277,0.07103123637535526
278,0.8051164786934123
279,0.951565822490117
280,0.6128406735668317
281,0.77563595088148
282,0.7681817455641496
283,0.9542604910582041
284,0.32942599597141625
285,0.1353299673236619
286,0.23520828516511572
287,0.1903790752641248
288,0.7927406761972586
289,0.7476639738767046
290,0.5489606342540885
291,0.27665494432869053
292,0.154376077942065
293,0.025658756221149232
294,0.41306828946523044
295,0.44352370714222067
296,0.5515860125902513
297,0.7382112822991866
298,0.7074211617940465
299,0.6085758107262808
300,0.681537168976637
301,0.40435942031922006
302,0.03340211686287953
303,0.8583659663912339
304,0.5261658115124094
305,0.09336430278655045
306,0.6047418053533117
307,0.9368192627159834
308,0.26355968413000236
309,0.7891720890918035
310,0.1253169444522489
311,0.030735663635517906
312,0.9015879691962945
313,0.4028337426199522
314,0.4205564038458936
315,0.859407910009102
316,0.9911483489329652
317,0.49062459091673266
318,0.2081801324434902
319,0.6952727132028099
320,0.3294048357269604
321,0.626226586130078
322,0.5915361667236502
323,0.1724142572104738
324,0.587319822413429
325,0.19708874540983098
326,0.8607642766096556
327,0.05028723008390212
328,0.6208412488199037
329,0.8019028422902527
330,0.964550350081252
331,0.034144873614568645
332,0.3391606430704994
333,0.43021151395628565
334,0.8859130315390983
335,0.5672285923471552
336,0.19301882171881188
337,0.7087114682347302
338,0.8853362145979728
339,0.7362342123458855
340,0.8095855244738964
341,0.43106623281658935
342,0.44477318134228194
343,0.26468925930907955
344,0.2556840023687901
345,0.9405892000096485
346,0.7081592692839191
347,0.22946512830450091
348,0.2707321069747583
349,0.43312035612735855
350,0.7192536585161488
351,0.3143417162860884
352,0.5724116850573847
353,0.7122665445303602
354,0.782702608644718
355,0.7780851589544493
356,0.7321342680222662
357,0.3199171295660527
358,0.48446111593900637
359,0.5025908325642231
360,0.5721424056971963
361,0.23226436893030586
362,0.2322953142581342
363,0.27262101025659
364,0.8729371487101878
365,0.6740690793248225
366,0.7824259564242437
367,0.09572872381018692
368,0.04415726110723234
369,0.2733952479111137
370,0.39995663710391316
371,0.8734376493782336
372,0.8759874981007166
373,0.9761147814359324
374,0.24564741330427012
375,0.7092695538082103
376,0.742213134620591
377,0.4268825237690125
378,0.7691289324628191
379,0.9584115696684478
380,0.17978392692191597
381,0.8365145251208403
382,0.817297289533492
383,0.13643154455589399
384,0.3853885336945226
385,0.23109701901878374
386,0.3740189881005426
387,0.8496599567187684
388,0.9629410091526488
389,0.7085319923823137
390,0.30919095271000846
391,0.0466027847069219
392,0.18982640351023317
393,0.3740605859498127
394,0.8745936816021761
395,0.04699687974940582
396,0.9049352681028416
397,0.899638518413121
398,0.15234368508865356
399,0.17257205912788143
400,0.8613649842718025
401,0.9505419115307924
402,0.5504261721171797
403,0.21272227625786164
404,0.1477529999756498
405,0.5706676032709237
406,0.9253145158306539
407,0.3236741997244736
408,0.2676955654242857
409,0.19720982063316267
410,0.5637049016184575
411,0.001553650186607228
412,0.4654644830954876
413,0.6401706306708069
414,0.056547015011831854
415,0.40868552239575734
416,0.9539437827082736
417,0.6776597055208761
418,0.766108835104952
419,0.7106718013419436
420,0.9485263098899626
421,0.7463946808169073
422,0.5906103340697968
423,0.5255189579732967
424,0.7755575047494929
425,0.03195114460334168
426,0.5152832319150911
427,0.4242908012000715
428,0.7533899560426492
429,0.6961318388074147
430,0.8543779625143311
431,0.21757420556222123
432,0.8767705287313043
433,0.9094034092752346
434,0.6120112783997992
435,0.7456136604801633
436,0.2237506746414956
437,0.27273865181901347
438,0.8883076111669026
439,0.28102412842832425
440,0.2443713280598257
441,0.14807111074069965
442,0.22739584174434918
443,0.8655297940026582
444,0.22939928664878037
445,0.8546524150181262
446,0.1088952719384765
447,0.7556887738298849
448,0.2995593939112984
449,0.45360996529737146
450,0.679197229497304
451,0.687283293503226
452,0.5037382321947532
453,0.34245244011643194
454,0.2569971638181307
455,0.2405891760559131
456,0.6651288525398504
457,0.7178723079958501
458,0.6547275151174303
459,0.3351213170780008
460,0.8053640946364553
461,0.9568120900184857
462,0.08105869461351878
463,0.6963541761074172
464,0.6685970784780024
465,0.6570961621537823
466,0.767565442006371
467,0.082152375155494
468,0.42618125603781404
469,0.7860619903808647
470,0.005520687601243923
471,0.09188454091674615
472,0.6395166378942132
473,0.6743514800798045
474,0.3774053674707655
475,0.6571504020778928
476,0.3138143260711176
477,0.33063990620122946
478,0.8035719220717402
479,0.8152548569499178
480,0.6041898034707263
481,0.6012359873924237
482,0.017326918434512208
483,0.25041714534059734
484,0.9474447318578736
485,0.1683867480724222
486,0.5481205282511964
487,0.020254660614897727
488,0.20911483957042673
489,0.005774065638215786
490,0.021455882510598445
491,0.3007707819578895
492,0.711930798479629
493,0.22944633178574078
494,0.3773946595995311
495,0.022231637025565354
496,0.1542312931201095
497,0.3190056035704307
498,0.19212529714809812
499,0.7556591145341522
500,0.5730523992379448
501,0.6803852498015579
502,0.1529027922409534
503,0.24273623698551347
504,0.39662601930934804
505,0.44512037776446317
506,0.8262129959745872
507,0.8346813686053396
508,0.6221762855733927
509,0.19486556318772527
510,0.6278791436309795
511,0.24652404705355166
512,0.7937120933269058
513,0.7256875223491
514,0.5208645969049073
515,0.528722173179072
516,0.907477639789976
517,0.08227383909651269
518,0.6015167283928576
519,0.4345837728128909
520,0.6713460586172056
521,0.8313504200697913
522,0.6236484419141259
523,0.18656775073969337
524,0.8940040127198491
525,0.09997302677505825
526,0.6791722636521647
527,0.2920383941557416
528,0.7986417216152
529,0.49691308916378163
530,0.5938813078453302
531,0.07854721833233855
532,0.2908306829423999
533,0.5333055901249967
534,0.142806970373222
535,0.5360245265513508
536,0.6004921250348368
537,0.5085808086413551
538,0.005759382901707304
539,0.41530226756476835
540,0.9779888687833859
541,0.8604924931877828
542,0.8779840745545529
543,0.41412226455436985
544,0.4577459451458409
545,0.9432229278061607
546,0.8312435175795438
547,0.8176815391872589
548,0.8235100575267248
549,0.6737207731467584
550,0.7847049700768186
551,0.36578148757806744
552,0.26271343680092585
553,0.4968384787946231
554,0.15083931384235064
555,0.2674217977842549
556,0.5951211134740831
557,0.9438064405949724
558,0.7259856087450929
559,0.48883778582970805
560,0.6284537864668788
561,0.9764482991281246
562,0.5538917719594458
563,0.06382029106907611
564,0.38225470551399027
565,0.6546111407212756
566,0.011501830030430068
567,0.8672621353239224
568,0.19307747535665948
569,0.4888644357081091
570,0.10027214797902162
571,0.3879452842877831
572,0.04401361677995083
573,0.3074758288408126
574,0.486261499967321
575,0.2746574137535715
