id,prediction
0,0.59008777470838
1,0.7464597565323947
2,0.20428061757111857
3,0.9005524996580311
4,0.1355439904299314
5,0.8963876841051495
6,0.054183016617784636
7,0.15661343650673468
8,0.13442133979639617
9,0.9682276385209132
10,0.41493687910285093
11,0.69764993043844
12,0.9607939767724705
13,0.179845275786474
14,0.6603097812988108
15,0.948596590045576
16,0.1874717850675173
17,0.890166634879445
18,0.9182896957026945
19,0.1741327478920714
20,0.9437485439498843
21,0.6936499641435239
22,0.5732364210385303
23,0.32647027097071357
24,0.1508950796100535
25,0.6955669717918668
26,0.9205721349075563
27,0.9225260296124367
28,0.6115731270722344
29,0.850880102533746
30,0.8374603651586828
31,0.7729107517608289
32,0.6629122324214439
33,0.12813532823892057
34,0.8818253116925948
35,0.9302986025942939
36,0.2590976239142194
37,0.641906430451308
38,0.5058723675172252
39,0.2598388340612825
40,0.4772987386106063
41,0.2022192599495888
42,0.20957466481922893
43,0.37750339900839575
44,0.7752732909666181
45,0.8995107550786783
46,0.6442059547664348
47,0.2525652313216538
48,0.9235394985304282
49,0.7200075034040911
50,0.8108995274312794
51,0.28031432869719275
52,0.4435463315084373
53,0.09527567561154449
54,0.38896352365677866
55,0.6697186852933136
56,0.5011227039374578
57,0.9458098514272608
58,0.0506616875839295
59,0.24971752358197277
60,0.9315694929739954
61,0.9600867710760511
62,0.9562502161914147
63,0.24600775906122108
64,0.13181459866990566
65,0.28702480293699606
66,0.7576826435052728
67,0.28851425485158133
68,0.25516234036765245
69,0.33355188195030505
70,0.7632200619392439
71,0.8581338267792307
72,0.03901259567199062
73,0.25006806786787805
74,0.30166146823702666
75,0.6673419322681393
76,0.17002639541354733
77,0.9586706774197011
78,0.3263882056102505
79,0.7179140468909394
80,0.40596219029467034
81,0.7163045292087489
82,0.5278721509039834
83,0.5927093212962801
84,0.7320561196966028
85,0.2750466592698475
86,0.8263679845865194
87,0.20437111661583554
88,0.3378284351087394
89,0.32930828097096526
90,0.2414651781444888
91,0.01899155644695413
92,0.22578147165639043
93,0.8265156772333113
94,0.8560957006294704
95,0.6570647530780358
96,0.038318315914855315
97,0.8065964268635408
98,0.9093513826496339
99,0.9514383942059627
100,0.3848542273977979
101,0.24513323285626545
102,0.7558076115706915
103,0.13154922392621649
104,0.2894793553099459
105,0.8030544587515249
106,0.6386669931216039
107,0.8754923207551459
108,0.041350530783713806
109,0.6233679305955702
110,0.8535663112467515
111,0.9311950838323606
112,0.12966779103699094
113,0.2347519413247185
114,0.3306436985746418
