id,prediction
0,0.6575904774707483
1,0.7191075690444537
2,0.3535950343369571
3,0.825409189055585
4,0.16401769094236474
5,0.9341257545866238
6,0.028743839425639635
7,0.22078303977537841
8,0.17542819512264968
9,0.983431398055711
10,0.4519764136258336
11,0.49705277434493783
12,0.9622997772136135
13,0.2102513882954205
14,0.7541109907599679
15,0.982647552185175
16,0.2450123220697415
17,0.8937872935239405
18,0.9376692872476111
19,0.2077572950327514
20,0.93900284968679
21,0.6490373338060426
22,0.6050329615160059
23,0.2735631105316035
24,0.11208082037099475
25,0.7824326002288928
26,0.9398651323638412
27,0.9283251693156125
28,0.6260558657802153
29,0.8557406291433363
30,0.8554655579812657
31,0.724571370229036
32,0.6880678310832377
33,0.05132974308995929
34,0.9290092718344608
35,0.9229995017704663
36,0.6190527027715412
37,0.782347784710689
38,0.4576888966731646
39,0.34302916548563583
40,0.48142523336340315
41,0.36812847023178225
42,0.13781117861282952
43,0.3759627404077205
44,0.7917535312895356
45,0.9452908794025584
46,0.6003839208448072
47,0.12029208819617147
48,0.9621470940422331
49,0.5846862945243159
50,0.7557311635259079
51,0.2746522150213713
52,0.5516337727761103
53,0.07011637876934193
54,0.4460452524204149
55,0.6101120465175388
56,0.5663980457249774
57,0.9696478502126521
58,0.02384101662866842
59,0.11352433625356566
60,0.9257227077025058
61,0.9407717008142675
62,0.9473535292041652
63,0.20774825032950633
64,0.13317451966616464
65,0.2577070789135551
66,0.7329099867129598
67,0.2678691276792998
68,0.44330878449004285
69,0.6263742540785614
70,0.8963395096810441
71,0.8928966057721138
72,0.019251874814215624
73,0.3315344843678885
74,0.3318640700460929
75,0.646076373470807
76,0.1894981489621779
77,0.949116117926989
78,0.45648164019029636
79,0.8712210854612129
80,0.5173333857086037
81,0.7094294235874365
82,0.5749318061149711
83,0.5393429207370612
84,0.7554313708034512
85,0.37291255200874573
86,0.6171751298976821
87,0.043663693386815416
88,0.32952766896862523
89,0.2783892002609357
90,0.2823525121569589
91,0.025389212658826023
92,0.1685486837181789
93,0.8047408476994873
94,0.8628471498559821
95,0.7036281559641415
96,0.0772442988405114
97,0.7581485594268431
98,0.9420094987319152
99,0.8981597609678129
100,0.4116927928218683
101,0.14181680223589543
102,0.7283403420735126
103,0.056480662709625706
104,0.2970548452105816
105,0.7924212156827994
106,0.6693707561539672
107,0.8822840330807298
108,0.010465448496149284
109,0.5116040381442509
110,0.8589367070748162
111,0.9460957816702722
112,0.10948187781880793
113,0.2617366890630085
114,0.19268157965922858
115,0.6986692532213183
116,0.7790200656114042
117,0.22798241936985308
118,0.5696789901692215
119,0.1910758683683777
120,0.7225415900071727
121,0.8893888173709797
122,0.9733140466329493
123,0.1984073616234229
124,0.005188097700745774
125,0.5299625555351727
126,0.6900566000211542
127,0.3238072268181546
128,0.8370432421778696
129,0.05556905533523727
130,0.9515406337016834
131,0.15111507208842492
132,0.9742551240230789
133,0.26916953306149555
134,0.8551988105765275
135,0.686498860497468
136,0.13844083336728005
137,0.8106925474721846
138,0.29541443117024757
139,0.9437937473418267
140,0.6037898100366289
141,0.6803308539997416
142,0.2025392226157674
143,0.6414849310391023
144,0.8452010786058574
145,0.12695871690488997
146,0.8110228757364515
147,0.914757099967312
148,0.21410541741481715
149,0.7413812183882061
150,0.2524077251473238
151,0.8403952600790479
152,0.7085659170450634
153,0.08782050083049077
154,0.30294941305952766
155,0.44236833575422746
156,0.37622384357413774
157,0.3992824804069684
158,0.5067771668154856
159,0.23756567597208436
160,0.2954253888158478
161,0.1547610049389271
162,0.37175237447917847
163,0.3962077063252198
164,0.5720995745462544
165,0.5851179347349887
166,0.07201792319405356
167,0.09049323820379705
168,0.841398830357442
169,0.4500836189626716
170,0.8838565400500388
171,0.30641558669193386
172,0.38318753713543147
173,0.01733848462006468
174,0.2132628292237123
175,0.941851375199875
176,0.6968026128848709
177,0.0804655548619214
178,0.06436349248714077
179,0.12311620546221753
180,0.4904409103804298
181,0.1302038594413739
182,0.4334410527896847
183,0.30183896627104567
184,0.9209799906466892
185,0.7536895221307536
186,0.3816134325095386
187,0.6582415977782056
188,0.9140295048639011
189,0.06837308435268158
190,0.28590977273187784
191,0.2240320519091891
192,0.8162451860194307
193,0.8933494566729444
194,0.6455074457751536
195,0.758123633211912
196,0.8629996594571301
197,0.86798530064392
198,0.8739586275894633
199,0.1967664542804331
200,0.628717741037325
201,0.403455993946402
202,0.2941139683931528
203,0.5414652902504429
204,0.3096498138484644
205,0.9216422490503648
206,0.0176513500082029
207,0.18590505475806912
208,0.24079876433853326
209,0.008473488579174305
210,0.4807380328356864
211,0.7640555154129066
212,0.061771817335525
213,0.5014528285773246
214,0.17465404024989048
215,0.3557731803853598
216,0.8311063652527139
217,0.7218590782463765
218,0.7580258495927319
219,0.90047755891201
220,0.8173370979003975
221,0.5659249116874758
222,0.45857395917418714
223,0.974074345274435
224,0.8742742615316601
225,0.5396962079636857
226,0.6817634448883569
227,0.017094171320599514
228,0.3026377224339124
229,0.13170165856770397
230,0.2053177827311969
231,0.6916938527440585
232,0.5968589489272375
233,0.5192249304556843
234,0.7938813040950351
235,0.7812633084626334
236,0.4540158403258352
237,0.09419860118036091
238,0.31179049970611983
239,0.8173320085974282
240,0.7260118932259301
241,0.5201169892601235
242,0.275770898026753
243,0.7940202674607398
244,0.8446241033804219
245,0.7739305196080913
246,0.2730686615303806
247,0.8060674217251911
248,0.12296195987287054
249,0.10186289100310675
250,0.9631330299231251
251,0.8511640666946505
252,0.4136671563381857
253,0.7637393644598088
254,0.6428932257005596
255,0.16585536511785937
256,0.7954971294978441
257,0.5580717419296181
258,0.0794655386584112
259,0.7903828240083767
260,0.01784071614130564
261,0.6723178057763108
262,0.00979620945501348
263,0.0652739150542743
264,0.14668398397305926
265,0.12012402133410904
266,0.9132605912463395
267,0.954194531973496
268,0.07153264749358947
269,0.01863359595878814
270,0.14479987622902002
271,0.17788076705339462
272,0.4161533599983945
273,0.7128004341501283
274,0.832600527455963
275,0.11696354318224496
276,0.8186578034320512
277,0.05588651183667789
278,0.7199329191283048
279,0.9608415234297559
280,0.6967315642905217
281,0.7556571586439808
282,0.8471928582206659
283,0.9669332993289437
284,0.32485681244120557
285,0.19093981993882095
286,0.22391597962594678
287,0.23108015737368895
288,0.7256168966384724
289,0.6591614881288302
290,0.5267602769799997
291,0.3789032697603162
292,0.06845465887394736
293,0.010084903242087719
294,0.4165088716521125
295,0.414122708132253
296,0.6545184938655462
297,0.7680656775376576
298,0.6410405675138308
299,0.5878786097821496
300,0.5933527587529698
301,0.33020112484854536
302,0.08593023829234382
303,0.7901892680375506
304,0.4628979391080568
305,0.1812542448684966
306,0.6059515032373224
307,0.9580866418781689
308,0.31771552371529743
309,0.8549760955202182
310,0.1772667649862664
311,0.014881120903849137
312,0.921242194427822
313,0.5350284991721451
314,0.6075483455540763
315,0.8252984710694797
316,0.9858506382642604
317,0.30966277745636284
318,0.281132974042471
319,0.7504622865067508
320,0.31903027045227383
321,0.6089026802767326
322,0.6460074753145192
323,0.08387536681824742
324,0.4708293784775582
325,0.1139744863516615
326,0.875274179174966
327,0.023453215091468322
328,0.6751270658574421
329,0.8358556570668595
330,0.9507577745878322
331,0.04741680337450338
332,0.3243020001341438
333,0.26014660375300447
334,0.8959986192006363
335,0.6522852085083239
336,0.21247090344764935
337,0.8249520710700955
338,0.9372786050773746
339,0.6985987124203581
340,0.8724880853761302
341,0.30018580053430044
342,0.6936094899798446
343,0.2916743701520237
344,0.42093228134209576
345,0.9765261334968439
346,0.6814016164066575
347,0.4463702269256063
348,0.3897940517232482
349,0.7013575827144185
350,0.7501599474118615
351,0.33541280751905783
352,0.8496459819568103
353,0.7610385116671664
354,0.629885201088146
355,0.7965675785055714
356,0.617219772174522
357,0.25094835946031735
358,0.4995351550310049
359,0.30001737289444347
360,0.39148808115283296
361,0.14030218891109958
362,0.07159811740385462
363,0.3520199636029867
364,0.2476645869593221
